Brand,Mftr Code,Description,Dove Code,RRP,Price,Qty,Category 1,Category 2,Category 3,Image URL,Product URL
"Brother","DR240CLBK","Brother DR240CLBK Black Drum (Single)","BDR240A",94.96,61.90,0,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR240CLCMY","Brother DR240CLCMY Colour Drum (Single)","BDR240B",94.96,61.90,0,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR240CL","Brother DR240CL Drum Pack (All 4 Colours)","BDR240CL",311.95,203.00,13,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR2415","Brother DR2415 Drum","BDR2415",174.95,114.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR251CL","Brother DR251CL Drum (4 Drums, All Colours)","BDR251CL",266.95,174.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR251CLBK","Brother DR251CLBK Drum Black","BDR251CLBK",101.95,66.50,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR3000","Brother DR3000 Drum","BDR3000",417.94,273.00,0,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR3115","Brother DR3115 Drum","BDR3115",429.95,280.00,3,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR3215","Brother DR3215 Drum","BDR3215",341.95,223.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR3325","Brother DR3325 Drum","BDR3325",279.94,183.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR340CL","Brother DR340CL Drum Units (All 4 Colours)","BDR340CL",346.96,226.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR3415","Brother DR3415 Drum","BDR3415",254.96,166.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR341CL","Brother DR341CL Drum (4 Drums, All Colours)","BDR341CL",247.95,162.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR441CL","Brother DR441CL Drum (4 Drums, All Colours)","BDR441CL",279.94,183.00,0,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR233CL","Brother DR233CL Drum Unit 4Pk","BDR5000",227.95,149.00,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR233CLBK","Brother DR233CLBK Drum Unit - Black","BDR5007",70.95,46.30,12,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR233CLCMY","Brother DR233CLCMY Colour Drum Unit","BDR5014",70.95,46.30,21,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","DR5500","Brother DR5500 Drum","BDR5500",209.96,137.00,5,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/3323-014186.jpg","http://www.dove.co.nz/jump/3323"
"Brother","RDR37NZ5","Brother RDR37NZ5 Label Roll","BLR901",2.20,1.40,0,"Brother Printers & Accessories","Printer Accessories","","","http://www.dove.co.nz/jump/0"
"Brother","LT320CL","Brother LT320CL 500 Sheet Paper Tray","BLT320",349.95,228.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT325CL","Brother LC325CL 500 Sheet Paper Tray","BLT325",279.94,183.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT330CL","Brother LT330CL 250 Sheet Paper Tray","BLT330",269.95,176.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT340CL","Brother LT340CL 500 Sheet Paper Tray","BLT340",359.95,235.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT5500","Brother LT5500 250 Sheet Paper Tray","BLT5500",329.95,215.00,21,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT5505","Brother LT5505 250 Sheet Paper Tray","BLT5505",329.95,215.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT6500","Brother LT6500 520 Sheet Paper Tray","BLT6500",399.95,261.00,5,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","LT6505","Brother LT6505 520 Sheet Paper Tray","BLT6505",399.95,261.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/14304-312147.jpg","http://www.dove.co.nz/jump/14304"
"Brother","MX4000","Brother MX4000 Mailbox for HLL6400DW","BMX1000",799.95,522.00,0,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/13814-1112195.jpg","http://www.dove.co.nz/jump/13814"
"Brother","PABU001","Brother Rechargeable Battery for QL820NWB","BPA001",219.95,143.00,0,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/15976-5215188.jpg","http://www.dove.co.nz/jump/15976"
"Brother","BU223CL","Brother BU223CL Transfer Belt","BPA148",225.95,147.00,0,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/14305-1512147.jpg","http://www.dove.co.nz/jump/14305"
"Brother","BU200CL","Brother BU200CL Transfer Belt","BPA155",261.95,171.00,0,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/14305-1512147.jpg","http://www.dove.co.nz/jump/14305"
"Brother","BU220CL","Brother BU220CL Transfer Belt","BPA159",206.95,135.00,5,"Brother Printers & Accessories","Printer Consumables","","http://www.dove.co.nz/images/products/14305-1512147.jpg","http://www.dove.co.nz/jump/14305"
"Brother","1030","Brother 1030 Film Lift Off Ribbon Black","BPA162",21.95,12.40,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/9227-3614512.jpg","http://www.dove.co.nz/jump/9227"
"Brother","BAE001 ","Brother BAE001 Lithium Ion Battery","BPA170",59.95,34.50,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/14952-4114512.jpg","http://www.dove.co.nz/jump/14952"
"Brother","PC201","Brother PC201 Printing Cartridge","BPC201",74.95,51.20,1,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC202RF","Brother PC202RF 2 Refill Rolls for PC201","BPC202",109.95,75.00,0,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC204RF","Brother PC204RF 4 Refill Rolls for PC201","BPC204",199.95,136.00,0,"Brother Printers & Accessories","","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC301","Brother PC301 Printing Cartridge","BPC301",58.95,40.20,0,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC302RF","Brother PC302RF 2 Refill Rolls for PC301","BPC302",69.95,47.80,0,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC401","Brother PC401 Printing Cartridge","BPC401",49.97,34.10,0,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC402RF","Brother PC402RF 2 Refill Rolls for PC501","BPC402",83.95,57.30,0,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC404RF","Brother PC404RF 4 Refill Rolls for PC501","BPC404",128.95,88.00,0,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","PC501","Brother PC501 Ribbon Cartridge","BPC501",58.95,40.20,8,"Brother Printers & Accessories","Printer Consumables","Fax Machines","http://www.dove.co.nz/images/products/14953-3715512.jpg","http://www.dove.co.nz/jump/14953"
"Brother","FAX2840","Brother FAX2840 20ppm Mono Laser Printer / Fax","BPF010",329.96,230.00,5,"Fax Machines","Printers & MFC - Laser","","http://www.dove.co.nz/images/products/8929-5113216.jpg","http://www.dove.co.nz/jump/8929"
"Brother","PJ673","Brother PJ673 Pocket Jet Mobile Thermal Printer","BPJ601",799.95,556.00,1,"Brother Printers & Accessories","Printer Accessories","","http://www.dove.co.nz/images/products/12754-016512.jpg","http://www.dove.co.nz/jump/12754"
"Brother","PABT600LI","Brother PABT600LI PJ6 Series Rechargeable Lithium Battery","BPJ602",274.95,179.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/16220-1592010.jpg","http://www.dove.co.nz/jump/16220"
"Brother","PABT500","Brother PABT500 Battery for Pocket Jet Printers","BPJ665",99.95,65.20,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/11213-2416512.jpg","http://www.dove.co.nz/jump/11213"
"Brother","PAC411","Brother PAC411 A4 Thermal Cut Sheet Paper","BPJ667",25.96,16.90,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/11214-01765.jpg","http://www.dove.co.nz/jump/11214"
"Brother","PAAD600","Brother PAAD600 AC Adapter for Pocket Jet","BPJ670",89.95,58.70,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/11216-3016512.jpg","http://www.dove.co.nz/jump/11216"
"Brother","PARH600","Brother PARH600 Pocket Jet Mobile Printer Roll Holder","BPJ682",109.95,72.00,0,"Printers & MFC - Inkjet","Printer Accessories","","http://www.dove.co.nz/images/products/19370-3714711.jpg","http://www.dove.co.nz/jump/19370"
"Brother","PARC001","Brother PARC001 Pocketjet Mobile Printer Roll Case","BPJ689",164.94,108.00,0,"Printers & MFC - Inkjet","Printer Accessories","","http://www.dove.co.nz/images/products/19241-259410.jpg","http://www.dove.co.nz/jump/19241"
"Brother","PARB001","Brother PARB001 Pocketjet Mobile Printer Protective Case","BPJ696",44.95,29.30,0,"Printers & MFC - Inkjet","Printer Accessories","","http://www.dove.co.nz/images/products/19240-229410.jpg","http://www.dove.co.nz/jump/19240"
"Brother","PJ763","Brother PJ763 Pocket Jet Mobile Thermal Printer","BPJ763",699.95,487.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/16215-48131810.jpg","http://www.dove.co.nz/jump/16215"
"Brother","PJ763MFI","Brother PJ763MFI Pocket Jet Mobile Thermal Printer","BPJ770",799.95,557.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/19239-199410.jpg","http://www.dove.co.nz/jump/19239"
"Brother","PJ773","Brother PJ773 Pocket Jet Mobile Thermal Printer","BPJ773",799.95,556.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/13813-4016512.jpg","http://www.dove.co.nz/jump/13813"
"Brother","PABT002","Brother PABT002 PJ7 Series Rechargeable Lithium-Ion Battery","BPJ780",219.95,143.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/16221-1892010.jpg","http://www.dove.co.nz/jump/16221"
"Brother","DCPJ4120DW","Brother DCPJ4120DW 33ppm A3 Inkjet MFC Printer","BPK310",199.95,139.00,21,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/11700-1412276.jpg","http://www.dove.co.nz/jump/11700"
"Brother","DCPJ1100DW","Brother DCPJ1100DW 12ipm A4 Inkjet All in One Printer *$50 CBK*","BPK317",349.95,243.50,9,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19508-54101212.jpg","http://www.dove.co.nz/jump/19508"
"Brother","MFCJ1300DW","Brother MFCJ1300DW 12ipm A4 Inkjet MFC Printer","BPK319",399.95,278.00,10,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19507-50101212.jpg","http://www.dove.co.nz/jump/19507"
"Brother","MFCJ5330DW","Brother MFCJ5330DW 35ppm Inkjet Multi Function Printer","BPK320",299.95,209.00,21,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15436-119153.jpg","http://www.dove.co.nz/jump/15436"
"Brother","MFCJ5730DW","Brother MFCJ5730DW 35ppm Inkjet Multi Function Printer *$150 CBK*","BPK321",379.95,264.00,21,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15437-189153.jpg","http://www.dove.co.nz/jump/15437"
"Brother","MFCJ6530DW","Brother MFCJ6530DW 35ppm A3 Inkjet Multi Function Printer","BPK322",399.95,278.00,21,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15438-229153.jpg","http://www.dove.co.nz/jump/15438"
"Brother","MFCJ6930DW","Brother MFCJ6930DW 35ppm A3 Inkjet Multi Function Printer","BPK323",499.95,348.00,21,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15140-114171.jpg","http://www.dove.co.nz/jump/15140"
"Brother","MFCJ6935DW","Brother MFCJ6935DW 35ppm A3 Inkjet Multi Function Printer","BPK335",699.95,487.00,4,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15401-291363.jpg","http://www.dove.co.nz/jump/15401"
"Brother","MFCJ6945DW","Brother MFCJ6945DW A3 22ipm Inkjet Multi Function Printer","BPK342",699.95,487.00,5,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19399-34151411.jpg","http://www.dove.co.nz/jump/19399"
"Brother","MFCJ480DW","Brother MFCJ480DW 27ppm Colour Inkjet MFC Printer WiFi","BPK407",149.95,104.00,19,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13384-5211276.jpg","http://www.dove.co.nz/jump/13384"
"Brother","MFCJ491DW","Brother MFCJ491DW 12/6ipm Colour Inkjet MFC Printer WiFi *$30 CBK*","BPK411",129.95,90.00,21,"Printers & MFC - Inkjet","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19022-531149.jpg","http://www.dove.co.nz/jump/19022"
"Brother","HL1210W","Brother HL1210W 20ppm Mono Laser Printer WiFi","BPL112",99.95,74.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/11692-512286.jpg","http://www.dove.co.nz/jump/11692"
"Brother","HLL2310D","Brother HLL2310D 30ppm Mono Laser Printer","BPL122",179.95,125.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/16242-48152710.jpg","http://www.dove.co.nz/jump/16242"
"Brother","HLL2375DW","Brother HLL2375DW 34ppm Mono Laser Printer WiFi","BPL131",229.95,160.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/16243-55152710.jpg","http://www.dove.co.nz/jump/16243"
"Brother","DCP1610W","Brother DCP1610W 20ppm Mono Laser MFC Printer WiFi","BPL153",199.95,148.00,19,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/11854-214276.jpg","http://www.dove.co.nz/jump/11854"
"Brother","DCPL3551CDW","Brother DCPL3551CDW 18ppm Mono Laser MFC Printer WiFi *$150 CBK*","BPL160",499.95,348.00,0,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19371-915711.jpg","http://www.dove.co.nz/jump/19371"
"Brother","HL3150CDN","Brother HL3150CDN 18ppm Colour Laser Printer","BPL242",249.95,174.00,3,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/10014-015276.jpg","http://www.dove.co.nz/jump/10014"
"Brother","HLL9310CDW","Brother HLL9310CDW 30ppm Colour Laser Printer WiFi","BPL249",1399.95,1150.00,3,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/16251-27123010.jpg","http://www.dove.co.nz/jump/16251"
"Brother","HLL8260CDW","Brother HLL8260CDW 31ppm Colour Laser Printer","BPL255",599.96,417.00,0,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15974-4115188.jpg","http://www.dove.co.nz/jump/15974"
"Brother","HLL5100DN","Brother HLL5100DN 40ppm Mono Laser Printer","BPL341",349.95,243.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13782-3615276.jpg","http://www.dove.co.nz/jump/13782"
"Brother","HLL5200DW","Brother HLL5200DW 40ppm Mono Laser Printer WiFi","BPL343",399.95,278.00,15,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13850-24926.jpg","http://www.dove.co.nz/jump/13850"
"Brother","HLL6200DW","Brother HLL6200DW 46ppm Mono Laser Printer WiFi","BPL345",549.95,383.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13851-43926.jpg","http://www.dove.co.nz/jump/13851"
"Brother","HLL6400DW","Brother HLL6400DW 50ppm Mono Laser Printer WiFi","BPL347",1099.95,903.00,0,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13812-3214187.jpg","http://www.dove.co.nz/jump/13812"
"Brother","HLL3210CW","Brother HLL3210CW 18ppm Colour Laser Printer","BPL354",299.95,209.00,2,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19401-2081511.jpg","http://www.dove.co.nz/jump/19401"
"Brother","MFCL2713DW","Brother MFCL2713DW 34ppm Mono Laser MFC Printer WiFi","BPL412",329.95,230.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/16244-8162710.jpg","http://www.dove.co.nz/jump/16244"
"Brother","MFCL2770DW","Brother MFCL2770DW 34ppm Mono Laser MFC Printer WiFi","BPL419",499.95,348.00,21,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/18567-1616164.jpg","http://www.dove.co.nz/jump/18567"
"Brother","MFCL5755DW","Brother MFCL5755DW 40ppm Mono Laser MFC Printer WiFi *$150 CBK*","BPL421",799.95,556.00,10,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13780-517276.jpg","http://www.dove.co.nz/jump/13780"
"Brother","MFCL5755DW DB","Damaged Box Brother MFCL5755DW 40ppm Mono Laser MFC Printer WiFi","BPL421#DB",799.95,556.00,1,"Printers & MFC - Laser","Brother Printers & Accessories","","","http://www.dove.co.nz/jump/0"
"Brother","MFCL6700DW","Brother MFCL6700DW 46ppm Mono Laser MFC Printer WiFi","BPL423",1299.95,904.00,4,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/14057-4613166.jpg","http://www.dove.co.nz/jump/14057"
"Brother","MFCL6900DW","Brother MFCL6900DW 50ppm Mono Laser MFC Printer WiFi","BPL425",1899.95,1560.00,1,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/13781-4110227.jpg","http://www.dove.co.nz/jump/13781"
"Brother","MFCL3710CW","Brother MFCL3710CW **ppm Mono Laser MFC Printer","BPL430",529.95,368.66,21,"Printers & MFC - Laser","Brother Printers & Accessories","","","http://www.dove.co.nz/jump/0"
"Brother","MFCL8690CDW","Brother MFCL8690CDW 31ppm Colour Laser MFC Printer WiFi","BPL459",999.95,696.00,6,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/18451-4114133.jpg","http://www.dove.co.nz/jump/18451"
"Brother","MFCL9570CDW","Brother MFCL9570CDW 31ppm Colour Laser MFC Printer WiFi","BPL461",1899.95,1560.00,6,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/15854-401637.jpg","http://www.dove.co.nz/jump/15854"
"Brother","MFC9140CDN","Brother MFC9140CDN 22ppm Colour Laser MFC Printer","BPL481",499.95,348.00,2,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/10148-4014307.jpg","http://www.dove.co.nz/jump/10148"
"Brother","MFCL3710CW","Brother MFCL3710CW 19ppm Colour Laser MFC Printer","BPL490",529.95,369.00,0,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19402-4681511.jpg","http://www.dove.co.nz/jump/19402"
"Brother","MFCL3770CDW","Brother MFCL3770CDW 25ppm Colour Laser MFC Printer","BPL497",599.95,417.00,18,"Printers & MFC - Laser","Brother Printers & Accessories","","http://www.dove.co.nz/images/products/19403-091511.jpg","http://www.dove.co.nz/jump/19403"
"Brother","PTD210","Brother PTD210 P-Touch Desktop Label Printer","BPTD210",69.95,47.40,21,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/18681-4713175.jpg","http://www.dove.co.nz/jump/18681"
"Brother","PTD400","Brother PTD400 P-Touch Desktop Label Printer","BPTD400",99.95,68.00,5,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/12019-2211612.jpg","http://www.dove.co.nz/jump/12019"
"Brother","PTD600","Brother PTD600 PC Connectable Label Maker with Colour Display","BPTD600",169.95,115.00,3,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/12020-5211612.jpg","http://www.dove.co.nz/jump/12020"
"Brother","PTE110VP","Brother PTE110VP Industrial Durable Label Maker","BPTE110",99.95,68.00,13,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/15968-29178.jpg","http://www.dove.co.nz/jump/15968"
"Brother","PTE300VP","Brother PTE300VP Industrial Heatshrink Label Maker","BPTE300",249.95,170.00,0,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/11207-3116612.jpg","http://www.dove.co.nz/jump/11207"
"Brother","PTE550WVP","Brother PTE550WVP Industrial Durable Wireless Label Maker","BPTE550",329.95,224.00,0,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/11763-4162810.jpg","http://www.dove.co.nz/jump/11763"
"Brother","PTH110BK","Brother PTH110BK Durable P-Touch Black Label Printer","BPTH110BK",59.95,40.70,21,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/14959-1310712.jpg","http://www.dove.co.nz/jump/14959"
"Brother","PTH110BW","Brother PTH110BW Durable P-Touch Blue & White Label Printer","BPTH110BW",59.95,40.70,21,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/17564-15991.jpg","http://www.dove.co.nz/jump/17564"
"Brother","PTH110LB","Brother PTH110LB Durable P-Touch Light Blue Label Printer","BPTH110LB",59.95,40.70,21,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/17563-11991.jpg","http://www.dove.co.nz/jump/17563"
"Brother","PTH110PK","Brother PTH110PK Durable P-Touch Pink Label Printer","BPTH110PK",59.95,40.70,20,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/17565-16991.jpg","http://www.dove.co.nz/jump/17565"
"Brother","PTH110","Brother PTH110 Durable P-Touch White Label Printer","BPTH110WH",59.95,40.70,21,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/14960-2010712.jpg","http://www.dove.co.nz/jump/14960"
"Brother","PTM95","Brother PTM95 P-Touch Label Printer","BPTM95",49.94,33.90,21,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/14403-3610108.jpg","http://www.dove.co.nz/jump/14403"
"Brother","PTP300BT","Brother PTP300BT P-Touch Bluetooth Label Maker","BPTP300",99.95,68.00,3,"Brother Printers & Accessories","Labelling Devices","Clearance","http://www.dove.co.nz/images/products/14961-314712.jpg","http://www.dove.co.nz/jump/14961"
"Brother","PTP700","Brother PTP700 PC Connectable Label Maker","BPTP700",169.95,115.00,0,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/11832-811712.jpg","http://www.dove.co.nz/jump/11832"
"Brother","PTP750W","Brother PTP750W PC Connectable Label Maker Wireless","BPTP750",249.95,170.00,7,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/12182-1911712.jpg","http://www.dove.co.nz/jump/12182"
"Brother","PTP900W","Brother PTP900W P-Touch Labelling Machine","BPTP900W",449.95,305.00,3,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/15296-561512.jpg","http://www.dove.co.nz/jump/15296"
"Brother","PTP950NW","Brother PTP950NW P-Touch Labelling Machine","BPTP950NW",699.95,475.00,0,"Brother Printers & Accessories","Labelling Devices","","http://www.dove.co.nz/images/products/14839-42102710.jpg","http://www.dove.co.nz/jump/14839"
"Brother","QL1100","Brother QL1100 Labelling Machine","BQL1100",299.95,203.00,0,"Labelling Devices","","","http://www.dove.co.nz/images/products/18763-531166.jpg","http://www.dove.co.nz/jump/18763"
"Brother","QL1100NWB","Brother QL1110NWB Labelling Machine","BQL1110",469.95,319.00,0,"Labelling Devices","","","http://www.dove.co.nz/images/products/18764-591166.jpg","http://www.dove.co.nz/jump/18764"
"Brother","QL700","Brother QL700 Label Printer","BQL700",99.95,68.00,21,"Labelling Devices","","","http://www.dove.co.nz/images/products/11052-409236.jpg","http://www.dove.co.nz/jump/11052"
"Brother","QL800","Brother QL800 Labelling Machine","BQL800",169.95,115.00,16,"Labelling Devices","","","http://www.dove.co.nz/images/products/18387-1112212.jpg","http://www.dove.co.nz/jump/18387"
"Brother","QL810W","Brother QL810W WIFI Labelling Machine","BQL810",249.95,170.00,9,"Labelling Devices","","","http://www.dove.co.nz/images/products/18249-310122.jpg","http://www.dove.co.nz/jump/18249"
"Brother","QL820NWB","Brother QL820NWB WIFI and BT Labelling Machine","BQL820",299.95,203.00,21,"Labelling Devices","","","http://www.dove.co.nz/images/products/15975-4915188.jpg","http://www.dove.co.nz/jump/15975"
"Brother","RJ2150","Brother RJ2150 Rugged Jet Mobile Printer ","BRJ2150",999.95,696.00,0,"Brother Printers & Accessories","","","http://www.dove.co.nz/images/products/18248-579122.jpg","http://www.dove.co.nz/jump/18248"
